Address,Price,Parcel,Date
316 N Few St,146000,70913111278,2004-01-01
633 E Gorham St,275000,70913311050,2007-06-01
739 E Gorham St,322000,70913214048,2004-03-01
749 E Gorham St,222600,70913214014,2009-09-01
817 E Gorham St,252200,70913209122,2017-08-01
819 E Gorham St,310000,70913209114,2005-06-01
845 E Gorham St,237500,70913209049,2015-04-01
902 E Gorham St,255000,70913203108,2017-12-01
1019 E Gorham St,155000,70913113282,2014-05-01
1019 E Gorham St,160000,70913113282,2006-02-01
1026 E Gorham St,336000,70913202192,2017-06-01
1026 E Gorham St,191000,70913202192,2013-08-01
1026 E Gorham St,195000,70913202192,2003-11-01
1042 E Gorham St,295000,70913202259,2007-05-01
1046 E Gorham St,260000,70913202267,2015-08-01
1049 E Gorham St,365000,70913113183,2016-08-01
1111 E Gorham St,216400,70913111088,2008-01-01
1118 E Gorham St,138700,70913112218,2009-11-01
1126 E Gorham St,231000,70913112242,2006-01-01
1147 E Gorham St,250000,70913111012,2006-01-01
115 N Ingersoll St,157500,70913109059,2003-12-01
205 N Ingersoll St,265000,70913110048,2013-06-01
210 N Ingersoll St,165000,70913114165,2002-12-01
637 E Johnson St,237000,70913310060,2011-04-01
650 E Johnson St,214000,70913311315,2003-11-01
731 E Johnson St,250000,70913213074,2002-12-01
732 E Johnson St,205000,70913214220,2004-12-01
737 E Johnson St,246500,70913213058,2015-05-01
737 E Johnson St,210500,70913213058,2005-04-01
737 E Johnson St,239600,70913213058,2005-12-01
739 E Johnson St,266500,70913213040,2015-04-01
739 E Johnson St,230000,70913213040,2007-07-01
743 E Johnson St,340000,70913213032,2016-02-01
743 E Johnson St,281000,70913213032,2006-02-01
743 E Johnson St,270000,70913213032,2004-11-01
828 E Johnson St,237900,70913209297,2005-08-01
828 E Johnson St,200000,70913209297,2004-06-01
832 E Johnson St,185000,70913209304,2005-09-01
837 E Johnson St,175000,70913210294,2015-08-01
925 E Johnson St,345000,70913205295,2017-03-01
925 E Johnson St,225000,70913205295,2005-06-01
925 E Johnson St,153000,70913205295,2004-05-01
938 E Johnson St,208500,70913204122,2008-08-01
1014 E Johnson St,322500,70913113042,2016-09-01
1014 E Johnson St,320000,70913113042,2004-03-01
1015 E Johnson St,260000,70913114272,2009-07-01
1015 E Johnson St,245000,70913114272,2004-11-01
1019 E Johnson St,323000,70913114264,2017-10-01
1021 E Johnson St,370000,70913114256,2017-10-01
1021 E Johnson St,259000,70913114256,2003-02-01
1025 E Johnson St,140000,70913114248,2009-09-01
1051 E Johnson St,213000,70913114173,2004-12-01
1108 E Johnson St,250000,70913111187,2003-07-01
1144 E Johnson St,215000,70913111244,2002-10-01
1145 E Johnson St,203100,70913110204,2009-05-01
1145 E Johnson St,225000,70913110204,2005-09-01
1145 E Johnson St,215000,70913110204,2004-06-01
1337 E Johnson St,301500,70912403048,2017-10-01
1423 E Johnson St,345000,70912402040,2012-10-01
208 N Livingston St,460000,70913213280,2004-05-01
223 N Livingston St,271500,70913210012,2007-06-01
305 N Livingston St,357000,70913209205,2015-12-01
305 N Livingston St,329400,70913209205,2003-10-01
656 E Mifflin St,252500,70913309344,2004-09-01
656 E Mifflin St,167500,70913309344,2002-01-01
1111 E Mifflin St,165000,70913108291,2003-08-01
1113 E Mifflin St,165000,70913108283,2003-08-01
1119 E Mifflin St,161000,70913108267,2003-10-01
1138 E Mifflin St,215000,70913109140,2012-12-01
1143 E Mifflin St,285000,70913108184,2017-12-01
1214 E Mifflin St,300800,70913106112,2015-08-01
1243 E Mifflin St,205000,70913107186,2012-11-01
1247 E Mifflin St,244000,70913107160,2007-07-01
1307 E Mifflin St,311800,70913102219,2015-08-01
1317 E Mifflin St,190000,70913102160,2017-10-01
113 N Paterson St,240000,70913119024,2010-06-01
213 N Paterson St,215000,70913205013,2012-08-01
314 N Paterson St,205500,70913209370,2015-03-01
314 N Paterson St,243000,70913209370,2006-05-01
202 N Thornton Ave,204900,70912402173,2007-06-01
1306 E Washington Ave,170000,70913102079,2017-04-01
306 S Baldwin St,227250,71007228333,2016-08-01
509 S Baldwin St,257000,71007223185,2005-04-01
609 S Baldwin St,211200,71007303169,2004-03-01
412 S Brearly St,182400,70913406322,2007-08-01
412 S Brearly St,154000,70913406322,2002-03-01
410 Cantwell Ct,150000,71007216130,2015-09-01
312 S Dickinson St,220000,71007225347,2015-02-01
312 S Dickinson St,190800,71007225347,2003-01-01
505 S Dickinson St,165500,71007217021,2012-07-01
629 S Dickinson St,287370,71007219168,2016-04-01
312 S Ingersoll St,155000,70913401215,2008-05-01
312 S Ingersoll St,121000,70913401215,2003-06-01
508 S Ingersoll St,290000,70913403245,2005-01-01
824 Jenifer St,370000,70913414234,2016-04-01
824 Jenifer St,330000,70913414234,2004-08-01
832 Jenifer St,371000,70913414268,2005-11-01
834 Jenifer St,286000,70913414276,2016-08-01
834 Jenifer St,245000,70913414276,2006-03-01
854 Jenifer St,325000,70913414317,2010-01-01
907 Jenifer St,215000,70913405126,2003-02-01
917 Jenifer St,210000,70913405093,2014-06-01
933 Jenifer St,275000,70913405043,2005-04-01
933 Jenifer St,226300,70913405043,2002-05-01
940 Jenifer St,355000,70913406273,2007-04-01
940 Jenifer St,310000,70913406273,2003-05-01
1008 Jenifer St,360000,70913402180,2017-01-01
1035 Jenifer St,187500,70913403055,2004-06-01
1050 Jenifer St,425000,70913402289,2017-07-01
1050 Jenifer St,332500,70913402289,2006-05-01
1050 Jenifer St,380000,70913402289,2006-11-01
1115 Jenifer St,273000,71007309125,2009-05-01
1115 Jenifer St,251700,71007309125,2007-04-01
1123 Jenifer St,290000,71007309109,2002-08-01
1126 Jenifer St,225000,70913125104,2003-06-01
1129 Jenifer St,204000,71007309084,2006-12-01
1143 Jenifer St,165000,71007309034,2005-06-01
1154 Jenifer St,258000,70913125196,2010-06-01
1206 Jenifer St,249400,71007229125,2005-12-01
1206 Jenifer St,218000,71007229125,2002-08-01
1208 Jenifer St,283500,71007229133,2004-06-01
1208 Jenifer St,176000,71007229133,2002-08-01
1210 Jenifer St,159900,71007229141,2002-04-01
1219 Jenifer St,373000,71007304117,2017-07-01
1223 Jenifer St,300000,71007304109,2009-06-01
1229 Jenifer St,281900,71007304084,2004-05-01
1229 Jenifer St,185900,71007304084,2002-07-01
1233 Jenifer St,230000,71007304076,2017-01-01
1237 Jenifer St,285000,71007304050,2013-06-01
1237 Jenifer St,355000,71007304050,2004-04-01
1315 Jenifer St,404150,71007223135,2016-08-01
1315 Jenifer St,575000,71007223135,2006-01-01
1315 Jenifer St,225000,71007223135,2002-12-01
1330 Jenifer St,167000,71007224274,2002-01-01
1336 Jenifer St,235000,71007224290,2004-07-01
1336 Jenifer St,210000,71007224290,2003-01-01
1338 Jenifer St,285000,71007224307,2017-11-01
1412 Jenifer St,215000,71007215281,2003-02-01
1452 Jenifer St,237500,71007215405,2012-09-01
1242 Morrison Ct,425000,71007315180,2008-06-01
1334 Morrison St,454000,71007302210,2017-06-01
1344 Morrison St,435000,71007302244,2016-10-01
1344 Morrison St,230000,71007302244,2012-06-01
1346 Morrison St,395000,71007302252,2016-10-01
1346 Morrison St,220000,71007302252,2012-06-01
1418 Morrison St,237000,71007220230,2002-05-01
407 S Paterson St,375000,70913406348,2007-01-01
416 Rogers St,327000,71007215421,2004-12-01
420 Rogers St,238500,71007215413,2012-11-01
420 Rogers St,238000,71007215413,2004-11-01
1228 Rutledge St,195000,71007305256,2002-07-01
1314 Rutledge St,340000,71007303200,2010-12-01
1322 Rutledge St,409000,71007303226,2016-01-01
1322 Rutledge St,412900,71007303226,2006-08-01
1322 Rutledge St,223200,71007303226,2003-05-01
1324 Rutledge St,379500,71007303234,2003-04-01
1340 Rutledge St,332500,71007303284,2015-05-01
824 Spaight St,379000,70913415026,2008-08-01
924 Spaight St,285000,70913405209,2006-03-01
924 Spaight St,210000,70913405209,2002-06-01
1020 Spaight St,340000,70913403138,2015-07-01
1020 Spaight St,233000,70913403138,2004-06-01
1020 Spaight St,224000,70913403138,2003-01-01
1213 Spaight St,413500,71007305123,2015-12-01
1217 Spaight St,334000,71007305115,2010-04-01
1217 Spaight St,230000,71007305115,2003-02-01
1219 Spaight St,367500,71007305107,2005-09-01
1219 Spaight St,250000,71007305107,2004-11-01
1227 Spaight St,257000,71007305074,2004-08-01
1241 Spaight St,315000,71007305032,2010-09-01
1241 Spaight St,272000,71007305032,2005-12-01
1242 Spaight St,278500,71007304290,2007-06-01
1245 Spaight St,265000,71007305024,2015-07-01
1245 Spaight St,224000,71007305024,2005-02-01
1246 Spaight St,449500,71007304307,2017-07-01
1250 Spaight St,375000,71007304315,2017-03-01
1250 Spaight St,310000,71007304315,2008-01-01
1256 Spaight St,315000,71007304323,2003-04-01
1307 Spaight St,230000,71007303143,2010-12-01
1523 Spaight St,450000,71007218011,2011-09-01
1523 Spaight St,417300,71007218011,2006-06-01
430 S Thornton Ave,399900,71007216073,2007-10-01
430 S Thornton Ave,315500,71007216073,2005-05-01
620 S Thornton Ave,358000,71007218152,2011-03-01
937 Williamson St,320000,70913406075,2017-10-01
947 Williamson St,145000,70913406033,2015-10-01
953 Williamson St,200000,70913406017,2016-04-01
1014 Williamson St,152500,70913401067,2005-05-01
1015 Williamson St,313500,70913402099,2017-10-01
1015 Williamson St,229900,70913402099,2008-03-01
1018 Williamson St,75000,70913401083,2015-03-01
1031 Williamson St,235000,70913402065,2008-03-01
1038 Williamson St,214000,70913401158,2010-03-01
1052 Williamson St,140000,70913401190,2006-01-01
1106 Williamson St,230000,70913124065,2013-07-01
1106 Williamson St,282500,70913124065,2005-03-01
1106 Williamson St,195000,70913124065,2004-07-01
1111 Williamson St,182000,70913125378,2014-10-01
1111 Williamson St,182000,70913125378,2012-10-01
1121 Williamson St,150000,70913125344,2002-08-01
1125 Williamson St,171000,70913125328,2016-09-01
1137 Williamson St,169000,70913125287,2015-05-01
1143 Williamson St,180000,70913125261,2016-10-01
1143 Williamson St,141000,70913125261,2015-01-01
1149 Williamson St,190000,70913125245,2013-05-01
1149 Williamson St,165000,70913125245,2002-08-01
1212 Williamson St,157500,71007228193,2015-04-01
1214 Williamson St,185000,71007228200,2016-08-01
1214 Williamson St,146500,71007228200,2014-10-01
1214 Williamson St,145000,71007228200,2004-06-01
1238 Williamson St,245000,71007228276,2006-07-01
1242 Williamson St,170000,71007228284,2008-09-01
1407 Williamson St,325000,71007215174,2016-08-01
1407 Williamson St,117000,71007215174,2002-02-01
1415 Williamson St,248000,71007215158,2004-04-01
1419 Williamson St,175000,71007215132,2007-10-01
1426 Williamson St,260500,71007214093,2014-10-01
1432 Williamson St,375500,71007214118,2017-05-01
1447 Williamson St,254900,71007215033,2007-08-01
1507 Williamson St,182600,71007216156,2005-07-01
1507 Williamson St,164700,71007216156,2004-05-01
1507 Williamson St,149300,71007216156,2003-06-01
1309 E Wilson St,207000,71007225149,2006-09-01
1314 E Wilson St,140000,71007226113,2004-07-01
444 N Baldwin St,185000,70912405317,2005-06-01
416 Castle Pl,370000,70913203174,2017-10-01
416 Castle Pl,314000,70913203174,2002-12-01
1107 Elizabeth St,212000,70913112143,2013-09-01
1107 Elizabeth St,225000,70913112143,2004-08-01
1119 Elizabeth St,255800,70913112127,2004-08-01
408 N Few St,250800,70913112028,2016-08-01
408 N Few St,140000,70913112028,2002-02-01
836 E Gorham St,245000,70913207134,2015-04-01
836 E Gorham St,170000,70913207134,2012-05-01
836 E Gorham St,199000,70913207134,2005-03-01
844 E Gorham St,360000,70913207209,2003-11-01
854 E Gorham St,315000,70913207233,2008-07-01
415 N Ingersoll St,170000,70913112151,2011-02-01
421 Jean St,265000,70912408064,2010-12-01
306 Marston Ave,365000,70912404327,2016-05-01
424 N Paterson St,250000,70913207019,2014-03-01
847 Prospect Pl,264000,70913207027,2006-10-01
1223 Sherman Ave,389900,70912405044,2015-04-01
1223 Sherman Ave,219000,70912405044,2004-04-01
447 Sidney St,213500,70912405101,2002-05-01
467 Sidney St,153500,70912405052,2015-02-01
2102 Lake Point Dr,285000,71019405119,2017-06-01
2102 Lake Point Dr,214000,71019405119,2004-08-01
2114 Lake Point Dr,128000,71019405094,2013-04-01
5304 Camden Rd,200000,71021103024,2017-10-01
5304 Camden Rd,174900,71021103024,2015-10-01
5308 Camden Rd,250000,71021103032,2017-07-01
5308 Camden Rd,209000,71021103032,2007-04-01
5312 Camden Rd,167000,71021103040,2015-08-01
5320 Camden Rd,212500,71021103066,2004-07-01
5404 Camden Rd,200000,71021103082,2017-05-01
5412 Camden Rd,155000,71021103107,2002-08-01
5416 Camden Rd,169000,71021103115,2013-07-01
5504 Camden Rd,125000,71021103149,2003-01-01
5512 Camden Rd,210000,71021103165,2016-05-01
5512 Camden Rd,155000,71021103165,2013-02-01
709 Pflaum Rd,185000,71021202214,2005-06-01
709 Pflaum Rd,112900,71021202214,2002-01-01
725 Pflaum Rd,230000,71021202206,2003-07-01
1301 Pflaum Rd,182000,71021103016,2003-11-01
502 Cedar St,200000,70926403141,2017-01-01
1009 Colby St,163300,70925206059,2003-02-01
1018 Colby St,225900,70926108212,2008-05-01
718 Emerson St,230000,70926204119,2004-10-01
927 Lake Ct,225000,70926102115,2007-03-01
962 Lake Ct,200000,70926103212,2002-10-01
202 W Lakeside St,194400,70926102181,2002-02-01
510 W Lakeside St,260000,70926118203,2015-08-01
510 W Lakeside St,249000,70926118203,2012-06-01
510 W Lakeside St,234000,70926118203,2005-04-01
637 W Lakeside St,249900,70926116091,2002-12-01
709 W Lakeside St,279000,70926204044,2005-06-01
506 W Olin Ave,210000,70926114011,2005-06-01
529 W Olin Ave,218000,70926402052,2012-04-01
614 W Olin Ave,282000,70926115150,2015-07-01
614 W Olin Ave,234900,70926115150,2013-05-01
614 W Olin Ave,217000,70926115150,2009-07-01
702 W Olin Ave,110000,70926205133,2012-06-01
601 Pine St,233000,70926407036,2014-07-01
615 Pine St,162500,70926407060,2016-08-01
1105 Rowell St,224000,70926112081,2003-10-01
610 Spruce St,233000,70926401369,2008-07-01
702 Spruce St,258000,70926401294,2013-07-01
702 Spruce St,118500,70926401294,2004-12-01
230 Van Deusen St,173000,70926111091,2015-06-01
302 Van Deusen St,134300,70926112148,2013-05-01
302 Van Deusen St,138800,70926112148,2004-05-01
4810 Camden Rd,166900,71016401045,2014-05-01
4901 Camden Rd,141100,71016402241,2003-09-01
4909 Camden Rd,203000,71016402225,2017-07-01
4921 Camden Rd,218000,71016402192,2005-04-01
5013 Camden Rd,192000,71016402142,2006-07-01
5017 Camden Rd,177000,71016402134,2014-12-01
5106 Camden Rd,145000,71016408025,2013-03-01
5106 Camden Rd,195900,71016408025,2006-03-01
5106 Camden Rd,148000,71016408025,2003-04-01
5110 Camden Rd,205000,71016408033,2006-05-01
5110 Camden Rd,149000,71016408033,2002-05-01
5122 Camden Rd,201000,71016408067,2005-03-01
5126 Camden Rd,198000,71016408075,2005-07-01
5126 Camden Rd,134500,71016408075,2003-01-01
5130 Camden Rd,210000,71016408083,2016-07-01
5130 Camden Rd,215500,71016408083,2005-06-01
5134 Camden Rd,230000,71016408091,2017-11-01
5134 Camden Rd,202000,71016408091,2005-05-01
5204 Camden Rd,127200,71016417026,2002-01-01
5212 Camden Rd,172000,71016417042,2015-06-01
900 Pflaum Rd,177000,71016413016,2016-06-01
904 Pflaum Rd,166600,71016413024,2014-07-01
243 Tyler Cir,282000,71016207378,2016-08-01
244 Tyler Cir,245000,71016207360,2017-06-01
1613 Blossom Ln,174900,71016101033,2015-10-01
4906 Buckeye Rd,168000,71016104110,2005-12-01
5000 Buckeye Rd,190000,71016103138,2016-11-01
5000 Buckeye Rd,170000,71016103138,2003-08-01
3921 Claire St,172000,71009403173,2005-08-01
3921 Claire St,158000,71009403173,2004-06-01
4001 Claire St,112000,71009403165,2007-09-01
4005 Claire St,234900,71009403230,2017-08-01
4013 Claire St,190000,71009403206,2006-10-01
4021 Claire St,183500,71009403256,2013-04-01
4021 Claire St,173000,71009403256,2005-08-01
4029 Claire St,151000,71009403264,2012-12-01
4615 Maher Ave,215500,71016105126,2013-04-01
4615 Maher Ave,200000,71016105126,2006-02-01
1716 Ellen Ave,221500,71015102173,2006-02-01
2029 Carey Ct,171000,71006306205,2010-05-01
2033 Carey Ct,170000,71006306198,2003-07-01
1719 Commercial Ave,181100,71006205275,2014-05-01
1917 E Dayton St,185000,71006310082,2011-08-01
1933 E Dayton St,175000,71006310040,2003-12-01
2035 E Dayton St,175000,71006307039,2012-12-01
2035 E Dayton St,153000,71006307039,2002-06-01
2115 E Dayton St,325000,71006303087,2017-08-01
2122 E Dayton St,214000,71006302211,2004-11-01
2322 E Dayton St,263000,71006117199,2007-05-01
2330 E Dayton St,220000,71006117214,2005-07-01
2331 E Dayton St,279900,71006118022,2005-12-01
2533 E Dayton St,163300,71006115044,2002-10-01
2538 E Dayton St,163000,71006114286,2012-12-01
2542 E Dayton St,200000,71006114294,2006-04-01
2542 E Dayton St,150000,71006114294,2002-08-01
114 N Fifth St,216200,71006424023,2016-12-01
117 N Fifth St,217000,71006118121,2017-07-01
117 N Fifth St,170000,71006118121,2003-06-01
222 N Fifth St,275000,71006424114,2017-08-01
209 N First St,68000,71006309035,2010-07-01
6 N Fourth St,230000,71006304291,2014-11-01
6 N Fourth St,193500,71006304291,2003-08-01
108 N Fourth St,152000,71006303293,2013-06-01
2318 Hoard St,179000,71006210050,2009-06-01
2342 Hoard St,228000,71006210117,2005-06-01
2545 Hoard St,210000,71006110078,2005-04-01
2549 Hoard St,195500,71006110060,2013-06-01
2562 Hoard St,210000,71006109162,2015-07-01
2565 Hoard St,245000,71006110010,2006-03-01
2565 Hoard St,172000,71006110010,2002-09-01
2039 E Johnson St,148000,71006308029,2005-04-01
2129 E Johnson St,172900,71006302063,2003-01-01
2134 E Johnson St,200000,71006301148,2016-01-01
2138 E Johnson St,200000,71006301156,2011-01-01
2138 E Johnson St,229000,71006301156,2004-08-01
2142 E Johnson St,234500,71006301164,2007-06-01
2142 E Johnson St,160000,71006301164,2003-02-01
2234 E Johnson St,198000,71006213096,2005-08-01
2518 E Johnson St,107000,71006113238,2006-02-01
2521 E Johnson St,250000,71006114103,2017-10-01
2534 E Johnson St,223600,71006113270,2015-08-01
2534 E Johnson St,189000,71006113270,2007-06-01
2541 E Johnson St,191870,71006114054,2013-12-01
2545 E Johnson St,200000,71006114046,2009-10-01
2551 E Johnson St,198900,71006114020,2014-04-01
1906 E Mifflin St,175000,71006310181,2017-11-01
1906 E Mifflin St,153800,71006310181,2003-08-01
2014 E Mifflin St,240000,71006307188,2017-08-01
2102 E Mifflin St,375000,71006303160,2017-08-01
2125 E Mifflin St,220000,71006304051,2004-10-01
2129 E Mifflin St,144900,71006304043,2002-01-01
2417 E Mifflin St,205000,71006119070,2004-04-01
14 North St,125000,71006120176,2016-02-01
312 North St,198200,71006113353,2005-06-01
312 North St,150000,71006113353,2002-09-01
408 North St,240000,71006110383,2016-07-01
408 North St,249900,71006110383,2006-05-01
16 N Seventh St,167000,71006119244,2002-12-01
123 N Seventh St,179000,71006115119,2015-02-01
357 N Sherman Ave,222000,71006206017,2017-05-01
357 N Sherman Ave,146500,71006206017,2016-01-01
357 N Sherman Ave,126000,71006206017,2009-08-01
17 N Sixth St,153700,71006119137,2013-01-01
110 N Sixth St,263000,71006118270,2004-06-01
117 N Sixth St,108000,71006116133,2002-04-01
117 N Sixth St,145000,71006116133,2002-06-01
201 N Sixth St,200000,71006116076,2015-11-01
205 N Sixth St,160000,71006116068,2010-07-01
217 N Sixth St,158000,71006116034,2014-03-01
221 N Sixth St,158900,71006116026,2011-07-01
221 N Sixth St,193000,71006116026,2005-05-01
306 N Sixth St,170000,71006212204,2004-08-01
314 N Sixth St,202000,71006212220,2017-06-01
314 N Sixth St,153000,71006212220,2004-05-01
318 N Sixth St,165000,71006212238,2015-06-01
2315 Superior St,148000,71006204269,2008-08-01
2322 Superior St,165000,71006206215,2012-07-01
2322 Superior St,176500,71006206215,2006-07-01
2333 Superior St,174500,71006204227,2004-11-01
2348 Superior St,202000,71006206281,2016-06-01
2411 Superior St,159500,71006204128,2016-01-01
2450 Superior St,146500,71006205267,2014-10-01
2305 Upham St,160250,71006212080,2017-05-01
2442 Upham St,150000,71006111258,2005-01-01
2541 Upham St,168000,71006113064,2005-05-01
1930 E Washington Ave,229900,71006311212,2008-06-01
